Code,Year,SUBJECT,MEASURE,Value,Value_kg,Value_tonnes,Entity,GDP per capita
ARG,1990,BEEF,THND_TONNE,2588.9221,2588922.1,2588.9221,Argentina,7380.115031
ARG,1990,BEEF,KG_CAP,55.36999455,55.36999455,0.05536999455,Argentina,7380.115031
ARG,1990,PIG,KG_CAP,3.66126531,3.66126531,0.00366126531,Argentina,7380.115031
ARG,1990,SHEEP,THND_TONNE,1e-04,0.1,1e-04,Argentina,7380.115031
ARG,1990,SHEEP,KG_CAP,2.69e-06,2.69e-06,2.69e-09,Argentina,7380.115031
ARG,1990,PIG,THND_TONNE,153.6311,153631.1,153.6311,Argentina,7380.115031
ARG,1990,POULTRY,THND_TONNE,321.0001,321000.1,321.0001,Argentina,7380.115031
ARG,1990,POULTRY,KG_CAP,8.630685628,8.630685628,0.008630685628,Argentina,7380.115031
ARG,1991,POULTRY,THND_TONNE,333.8001,333800.1,333.8001,Argentina,8210.643432
ARG,1991,PIG,KG_CAP,3.599022508,3.599022508,0.003599022508,Argentina,8210.643432
ARG,1991,BEEF,KG_CAP,51.6379829,51.6379829,0.0516379829,Argentina,8210.643432
ARG,1991,POULTRY,KG_CAP,8.849334628,8.849334628,0.008849334628,Argentina,8210.643432
ARG,1991,BEEF,THND_TONNE,2448.6671,2448667.1,2448.6671,Argentina,8210.643432
ARG,1991,SHEEP,THND_TONNE,88.23094503,88230.94503,88.23094503,Argentina,8210.643432
ARG,1991,SHEEP,KG_CAP,2.339080058,2.339080058,0.002339080058,Argentina,8210.643432
ARG,1991,PIG,THND_TONNE,153.1611,153161.1,153.1611,Argentina,8210.643432
ARG,1992,POULTRY,THND_TONNE,382.0401,382040.1,382.0401,Argentina,8942.569853
ARG,1992,SHEEP,KG_CAP,1.886698335,1.886698335,0.001886698335,Argentina,8942.569853
ARG,1992,PIG,KG_CAP,4.46986549,4.46986549,0.00446986549,Argentina,8942.569853
ARG,1992,BEEF,THND_TONNE,2441.8821,2441882.1,2441.8821,Argentina,8942.569853
ARG,1992,SHEEP,THND_TONNE,72.15581519,72155.81519,72.15581519,Argentina,8942.569853
ARG,1992,BEEF,KG_CAP,50.78917845,50.78917845,0.05078917845,Argentina,8942.569853
ARG,1992,PIG,THND_TONNE,192.8641,192864.1,192.8641,Argentina,8942.569853
ARG,1992,POULTRY,KG_CAP,9.989415528,9.989415528,0.009989415528,Argentina,8942.569853
ARG,1993,SHEEP,KG_CAP,1.860910697,1.860910697,0.001860910697,Argentina,9777.214005
ARG,1993,PIG,THND_TONNE,211.2571,211257.1,211.2571,Argentina,9777.214005
ARG,1993,BEEF,THND_TONNE,2507.8671,2507867.1,2507.8671,Argentina,9777.214005
ARG,1993,POULTRY,THND_TONNE,596.1001,596100.1,596.1001,Argentina,9777.214005
ARG,1993,BEEF,KG_CAP,51.46466658,51.46466658,0.05146466658,Argentina,9777.214005
ARG,1993,POULTRY,KG_CAP,15.37830507,15.37830507,0.01537830507,Argentina,9777.214005
ARG,1993,SHEEP,THND_TONNE,72.13337539,72133.37539,72.13337539,Argentina,9777.214005
ARG,1993,PIG,KG_CAP,4.830727301,4.830727301,0.004830727301,Argentina,9777.214005
ARG,1994,SHEEP,THND_TONNE,92.80664568,92806.64568,92.80664568,Argentina,10435.91077
ARG,1994,POULTRY,KG_CAP,18.30912618,18.30912618,0.01830912618,Argentina,10435.91077
ARG,1994,BEEF,KG_CAP,48.37523314,48.37523314,0.04837523314,Argentina,10435.91077
ARG,1994,PIG,KG_CAP,4.814914182,4.814914182,0.004814914182,Argentina,10435.91077
ARG,1994,SHEEP,KG_CAP,2.363261081,2.363261081,0.002363261081,Argentina,10435.91077
ARG,1994,POULTRY,THND_TONNE,719.0101,719010.1,719.0101,Argentina,10435.91077
ARG,1994,BEEF,THND_TONNE,2388.2241,2388224.1,2388.2241,Argentina,10435.91077
ARG,1994,PIG,THND_TONNE,213.3261,213326.1,213.3261,Argentina,10435.91077
ARG,1995,POULTRY,KG_CAP,18.57314309,18.57314309,0.01857314309,Argentina,10225.11871
ARG,1995,BEEF,KG_CAP,43.48520526,43.48520526,0.04348520526,Argentina,10225.11871
ARG,1995,PIG,KG_CAP,5.061726518,5.061726518,0.005061726518,Argentina,10225.11871
ARG,1995,SHEEP,KG_CAP,2.222375837,2.222375837,0.002222375837,Argentina,10225.11871
ARG,1995,BEEF,THND_TONNE,2173.9381,2173938.1,2173.9381,Argentina,10225.11871
ARG,1995,POULTRY,THND_TONNE,738.5951,738595.1,738.5951,Argentina,10225.11871
ARG,1995,PIG,THND_TONNE,227.0951,227095.1,227.0951,Argentina,10225.11871
ARG,1995,SHEEP,THND_TONNE,88.37685121,88376.85121,88.37685121,Argentina,10225.11871
ARG,1996,SHEEP,KG_CAP,1.778069291,1.778069291,0.001778069291,Argentina,10857.42967
ARG,1996,SHEEP,THND_TONNE,71.56664644,71566.64644,71.56664644,Argentina,10857.42967
ARG,1996,POULTRY,KG_CAP,19.53356916,19.53356916,0.01953356916,Argentina,10857.42967
ARG,1996,PIG,KG_CAP,4.864585684,4.864585684,0.004864585684,Argentina,10857.42967
ARG,1996,BEEF,THND_TONNE,2226.4991,2226499.1,2226.4991,Argentina,10857.42967
ARG,1996,POULTRY,THND_TONNE,786.2191,786219.1,786.2191,Argentina,10857.42967
ARG,1996,PIG,THND_TONNE,220.9001,220900.1,220.9001,Argentina,10857.42967
ARG,1996,BEEF,KG_CAP,44.00235355,44.00235355,0.04400235355,Argentina,10857.42967
ARG,1997,POULTRY,KG_CAP,18.91154642,18.91154642,0.01891154642,Argentina,11802.84259
ARG,1997,SHEEP,THND_TONNE,65.84692196,65846.92196,65.84692196,Argentina,11802.84259
ARG,1997,SHEEP,KG_CAP,1.617049212,1.617049212,0.001617049212,Argentina,11802.84259
ARG,1997,PIG,THND_TONNE,217.0001,217000.1,217.0001,Argentina,11802.84259
ARG,1997,PIG,KG_CAP,4.723453269,4.723453269,0.004723453269,Argentina,11802.84259
ARG,1997,BEEF,THND_TONNE,2285.1481,2285148.1,2285.1481,Argentina,11802.84259
ARG,1997,POULTRY,THND_TONNE,770.0861,770086.1,770.0861,Argentina,11802.84259
ARG,1997,BEEF,KG_CAP,44.63931054,44.63931054,0.04463931054,Argentina,11802.84259
ARG,1998,BEEF,THND_TONNE,2144.907807,2144907.807,2144.907807,Argentina,12255.67626
ARG,1998,BEEF,KG_CAP,41.42852079,41.42852079,0.04142852079,Argentina,12255.67626
ARG,1998,SHEEP,KG_CAP,1.414135655,1.414135655,0.001414135655,Argentina,12255.67626
ARG,1998,POULTRY,KG_CAP,19.70581997,19.70581997,0.01970581997,Argentina,12255.67626
ARG,1998,PIG,THND_TONNE,253.1201,253120.1,253.1201,Argentina,12255.67626
ARG,1998,SHEEP,THND_TONNE,58.23923251,58239.23251,58.23923251,Argentina,12255.67626
ARG,1998,POULTRY,THND_TONNE,811.5571,811557.1,811.5571,Argentina,12255.67626
ARG,1998,PIG,KG_CAP,5.447710158,5.447710158,0.005447710158,Argentina,12255.67626
ARG,1999,BEEF,KG_CAP,45.53406375,45.53406375,0.04553406375,Argentina,11878.73117
ARG,1999,BEEF,THND_TONNE,2383.907807,2383907.807,2383.907807,Argentina,11878.73117
ARG,1999,PIG,THND_TONNE,287.4521,287452.1,287.4521,Argentina,11878.73117
ARG,1999,SHEEP,THND_TONNE,55.35155868,55351.55868,55.35155868,Argentina,11878.73117
ARG,1999,PIG,KG_CAP,6.117993396,6.117993396,0.006117993396,Argentina,11878.73117
ARG,1999,POULTRY,THND_TONNE,954.8225987,954822.5987,954.8225987,Argentina,11878.73117
ARG,1999,SHEEP,KG_CAP,1.329111582,1.329111582,0.001329111582,Argentina,11878.73117
ARG,1999,POULTRY,KG_CAP,22.92737197,22.92737197,0.02292737197,Argentina,11878.73117
ARG,2000,BEEF,KG_CAP,45.05369553,45.05369553,0.04505369553,Argentina,11916.58261
ARG,2000,SHEEP,KG_CAP,1.404966673,1.404966673,0.001404966673,Argentina,11916.58261
ARG,2000,PIG,KG_CAP,5.958887783,5.958887783,0.005958887783,Argentina,11916.58261
ARG,2000,PIG,THND_TONNE,283.1041,283104.1,283.1041,Argentina,11916.58261
ARG,2000,SHEEP,THND_TONNE,59.16418757,59164.18757,59.16418757,Argentina,11916.58261
ARG,2000,BEEF,THND_TONNE,2385.107371,2385107.371,2385.107371,Argentina,11916.58261
ARG,2000,POULTRY,THND_TONNE,959.5784151,959578.4151,959.5784151,Argentina,11916.58261
ARG,2000,POULTRY,KG_CAP,22.78702284,22.78702284,0.02278702284,Argentina,11916.58261
ARG,2001,BEEF,KG_CAP,43.75816387,43.75816387,0.04375816387,Argentina,11514.61911
ARG,2001,PIG,KG_CAP,4.757602316,4.757602316,0.004757602316,Argentina,11514.61911
ARG,2001,SHEEP,THND_TONNE,59.15298206,59152.98206,59.15298206,Argentina,11514.61911
ARG,2001,PIG,THND_TONNE,228.5571,228557.1,228.5571,Argentina,11514.61911
ARG,2001,POULTRY,THND_TONNE,932.8877596,932887.7596,932.8877596,Argentina,11514.61911
ARG,2001,SHEEP,KG_CAP,1.389178755,1.389178755,0.001389178755,Argentina,11514.61911
ARG,2001,BEEF,THND_TONNE,2342.40633,2342406.33,2342.40633,Argentina,11514.61911
ARG,2001,POULTRY,KG_CAP,21.90841123,21.90841123,0.02190841123,Argentina,11514.61911
ARG,2002,SHEEP,KG_CAP,1.355899242,1.355899242,0.001355899242,Argentina,10310.12912
ARG,2002,PIG,KG_CAP,4.420178483,4.420178483,0.004420178483,Argentina,10310.12912
ARG,2002,SHEEP,THND_TONNE,58.37973643,58379.73643,58.37973643,Argentina,10310.12912
ARG,2002,PIG,THND_TONNE,214.7151,214715.1,214.7151,Argentina,10310.12912
ARG,2002,POULTRY,THND_TONNE,660.4555976,660455.5976,660.4555976,Argentina,10310.12912
ARG,2002,BEEF,KG_CAP,40.28261809,40.28261809,0.04028261809,Argentina,10310.12912
ARG,2002,BEEF,THND_TONNE,2180.404316,2180404.316,2180.404316,Argentina,10310.12912
ARG,2002,POULTRY,KG_CAP,15.3394191,15.3394191,0.0153394191,Argentina,10310.12912
ARG,2003,PIG,KG_CAP,3.928508943,3.928508943,0.003928508943,Argentina,11307.75798
ARG,2003,POULTRY,THND_TONNE,697.7462574,697746.2574,697.7462574,Argentina,11307.75798
ARG,2003,SHEEP,KG_CAP,1.301632598,1.301632598,0.001301632598,Argentina,11307.75798
ARG,2003,PIG,THND_TONNE,192.9471,192947.1,192.9471,Argentina,11307.75798
ARG,2003,SHEEP,THND_TONNE,56.66447332,56664.47332,56.66447332,Argentina,11307.75798
ARG,2003,BEEF,THND_TONNE,2277.856675,2277856.675,2277.856675,Argentina,11307.75798
ARG,2003,POULTRY,KG_CAP,16.02784285,16.02784285,0.01602784285,Argentina,11307.75798
ARG,2003,BEEF,KG_CAP,41.62165283,41.62165283,0.04162165283,Argentina,11307.75798
ARG,2004,BEEF,THND_TONNE,2406.803856,2406803.856,2406.803856,Argentina,12527.8005
ARG,2004,SHEEP,THND_TONNE,55.1036182,55103.6182,55.1036182,Argentina,12527.8005
ARG,2004,POULTRY,THND_TONNE,826.1916926,826191.6926,826.1916926,Argentina,12527.8005
ARG,2004,SHEEP,KG_CAP,1.25207376,1.25207376,0.00125207376,Argentina,12527.8005
ARG,2004,PIG,KG_CAP,4.228517738,4.228517738,0.004228517738,Argentina,12527.8005
ARG,2004,PIG,THND_TONNE,209.9551,209955.1,209.9551,Argentina,12527.8005
ARG,2004,BEEF,KG_CAP,43.50166344,43.50166344,0.04350166344,Argentina,12527.8005
ARG,2004,POULTRY,KG_CAP,18.77286779,18.77286779,0.01877286779,Argentina,12527.8005
ARG,2005,PIG,KG_CAP,4.794217357,4.794217357,0.004794217357,Argentina,13916.53051
ARG,2005,BEEF,THND_TONNE,2384.75803,2384758.03,2384.75803,Argentina,13916.53051
ARG,2005,POULTRY,THND_TONNE,934.5250042,934525.0042,934.5250042,Argentina,13916.53051
ARG,2005,PIG,THND_TONNE,240.6051,240605.1,240.6051,Argentina,13916.53051
ARG,2005,SHEEP,THND_TONNE,52.5024304,52502.4304,52.5024304,Argentina,13916.53051
ARG,2005,POULTRY,KG_CAP,21.00834721,21.00834721,0.02100834721,Argentina,13916.53051
ARG,2005,BEEF,KG_CAP,42.64426647,42.64426647,0.04264426647,Argentina,13916.53051
ARG,2005,SHEEP,KG_CAP,1.180267283,1.180267283,0.001180267283,Argentina,13916.53051
ARG,2006,PIG,THND_TONNE,298.7101,298710.1,298.7101,Argentina,15334.93686
ARG,2006,PIG,KG_CAP,5.889798172,5.889798172,0.005889798172,Argentina,15334.93686
ARG,2006,POULTRY,THND_TONNE,1086.652533,1086652.533,1086.652533,Argentina,15334.93686
ARG,2006,BEEF,THND_TONNE,2474.659942,2474659.942,2474.659942,Argentina,15334.93686
ARG,2006,SHEEP,KG_CAP,1.149029069,1.149029069,0.001149029069,Argentina,15334.93686
ARG,2006,POULTRY,KG_CAP,24.17292874,24.17292874,0.02417292874,Argentina,15334.93686
ARG,2006,BEEF,KG_CAP,43.78944807,43.78944807,0.04378944807,Argentina,15334.93686
ARG,2006,SHEEP,THND_TONNE,51.65263016,51652.63016,51.65263016,Argentina,15334.93686
ARG,2007,BEEF,KG_CAP,47.07573734,47.07573734,0.04707573734,Argentina,16994.69598
ARG,2007,SHEEP,KG_CAP,1.168162515,1.168162515,0.001168162515,Argentina,16994.69598
ARG,2007,SHEEP,THND_TONNE,53.05876976,53058.76976,53.05876976,Argentina,16994.69598
ARG,2007,PIG,THND_TONNE,307.5361,307536.1,307.5361,Argentina,16994.69598
ARG,2007,PIG,KG_CAP,6.001421408,6.001421408,0.006001421408,Argentina,16994.69598
ARG,2007,POULTRY,THND_TONNE,1160.855731,1160855.731,1160.855731,Argentina,16994.69598
ARG,2007,POULTRY,KG_CAP,25.55785136,25.55785136,0.02555785136,Argentina,16994.69598
ARG,2007,BEEF,THND_TONNE,2688.039666,2688039.666,2688.039666,Argentina,16994.69598
ARG,2008,PIG,KG_CAP,5.888209288,5.888209288,0.005888209288,Argentina,17850.13019
ARG,2008,SHEEP,THND_TONNE,50.21018982,50210.18982,50.21018982,Argentina,17850.13019
ARG,2008,BEEF,THND_TONNE,2706.544165,2706544.165,2706.544165,Argentina,17850.13019
ARG,2008,SHEEP,KG_CAP,1.094164266,1.094164266,0.001094164266,Argentina,17850.13019
ARG,2008,POULTRY,KG_CAP,27.74473021,27.74473021,0.02774473021,Argentina,17850.13019
ARG,2008,BEEF,KG_CAP,46.91601865,46.91601865,0.04691601865,Argentina,17850.13019
ARG,2008,PIG,THND_TONNE,304.8461,304846.1,304.8461,Argentina,17850.13019
ARG,2008,POULTRY,THND_TONNE,1273.1801,1273180.1,1273.1801,Argentina,17850.13019
ARG,2009,SHEEP,KG_CAP,1.030422078,1.030422078,0.001030422078,Argentina,16753.39489
ARG,2009,BEEF,THND_TONNE,2722.01709,2722017.09,2722.01709,Argentina,16753.39489
ARG,2009,POULTRY,THND_TONNE,1367.8201,1367820.1,1367.8201,Argentina,16753.39489
ARG,2009,POULTRY,KG_CAP,29.50243095,29.50243095,0.02950243095,Argentina,16753.39489
ARG,2009,PIG,THND_TONNE,332.9531,332953.1,332.9531,Argentina,16753.39489
ARG,2009,PIG,KG_CAP,6.365372369,6.365372369,0.006365372369,Argentina,16753.39489
ARG,2009,BEEF,KG_CAP,46.70195238,46.70195238,0.04670195238,Argentina,16753.39489
ARG,2009,SHEEP,THND_TONNE,47.77342018,47773.42018,47.77342018,Argentina,16753.39489
ARG,2010,SHEEP,THND_TONNE,47.96543776,47965.43776,47.96543776,Argentina,18524.85676
ARG,2010,POULTRY,THND_TONNE,1464.4101,1464410.1,1464.4101,Argentina,18524.85676
ARG,2010,BEEF,THND_TONNE,2323.1261,2323126.1,2323.1261,Argentina,18524.85676
ARG,2010,BEEF,KG_CAP,39.4477161,39.4477161,0.0394477161,Argentina,18524.85676
ARG,2010,SHEEP,KG_CAP,1.023910802,1.023910802,0.001023910802,Argentina,18524.85676
ARG,2010,POULTRY,KG_CAP,31.26053653,31.26053653,0.03126053653,Argentina,18524.85676
ARG,2010,PIG,KG_CAP,6.088423099,6.088423099,0.006088423099,Argentina,18524.85676
ARG,2010,PIG,THND_TONNE,321.7801,321780.1,321.7801,Argentina,18524.85676
ARG,2011,BEEF,THND_TONNE,2253.1074,2253107.4,2253.1074,Argentina,19817.45048
ARG,2011,BEEF,KG_CAP,37.86109804,37.86109804,0.03786109804,Argentina,19817.45048
ARG,2011,PIG,THND_TONNE,348.6631,348663.1,348.6631,Argentina,19817.45048
ARG,2011,SHEEP,THND_TONNE,51.03437207,51034.37207,51.03437207,Argentina,19817.45048
ARG,2011,POULTRY,KG_CAP,34.72711645,34.72711645,0.03472711645,Argentina,19817.45048
ARG,2011,POULTRY,THND_TONNE,1643.8901,1643890.1,1643.8901,Argentina,19817.45048
ARG,2011,SHEEP,KG_CAP,1.078099188,1.078099188,0.001078099188,Argentina,19817.45048
ARG,2011,PIG,KG_CAP,6.528506804,6.528506804,0.006528506804,Argentina,19817.45048
ARG,2012,PIG,THND_TONNE,355.2001,355200.1,355.2001,Argentina,19764.22501
ARG,2012,PIG,KG_CAP,6.581414252,6.581414252,0.006581414252,Argentina,19764.22501
ARG,2012,SHEEP,THND_TONNE,56.10133234,56101.33234,56.10133234,Argentina,19764.22501
ARG,2012,SHEEP,KG_CAP,1.172755269,1.172755269,0.001172755269,Argentina,19764.22501
ARG,2012,BEEF,THND_TONNE,2418.997879,2418997.879,2418.997879,Argentina,19764.22501
ARG,2012,BEEF,KG_CAP,40.22398303,40.22398303,0.04022398303,Argentina,19764.22501
ARG,2012,POULTRY,THND_TONNE,1749.1501,1749150.1,1749.1501,Argentina,19764.22501
ARG,2012,POULTRY,KG_CAP,36.56463956,36.56463956,0.03656463956,Argentina,19764.22501
ARG,2013,PIG,THND_TONNE,426.2421,426242.1,426.2421,Argentina,20365.61335
ARG,2013,BEEF,KG_CAP,43.69350604,43.69350604,0.04369350604,Argentina,20365.61335
ARG,2013,SHEEP,THND_TONNE,55.21500001,55215.00001,55.21500001,Argentina,20365.61335
ARG,2013,PIG,KG_CAP,7.815454259,7.815454259,0.007815454259,Argentina,20365.61335
ARG,2013,BEEF,THND_TONNE,2655.3121,2655312.1,2655.3121,Argentina,20365.61335
ARG,2013,POULTRY,KG_CAP,35.3965854,35.3965854,0.0353965854,Argentina,20365.61335
ARG,2013,POULTRY,THND_TONNE,1711.1001,1711100.1,1711.1001,Argentina,20365.61335
ARG,2013,SHEEP,KG_CAP,1.142202296,1.142202296,0.001142202296,Argentina,20365.61335
ARG,2014,POULTRY,THND_TONNE,1777.8001,1777800.1,1777.8001,Argentina,20008.32064
ARG,2014,PIG,KG_CAP,7.962184441,7.962184441,0.007962184441,Argentina,20008.32064
ARG,2014,SHEEP,THND_TONNE,59.11328179,59113.28179,59.11328179,Argentina,20008.32064
ARG,2014,BEEF,THND_TONNE,2503.7561,2503756.1,2503.7561,Argentina,20008.32064
ARG,2014,PIG,THND_TONNE,438.7522436,438752.2436,438.7522436,Argentina,20008.32064
ARG,2014,POULTRY,KG_CAP,36.3985329,36.3985329,0.0363985329,Argentina,20008.32064
ARG,2014,BEEF,KG_CAP,40.77634932,40.77634932,0.04077634932,Argentina,20008.32064
ARG,2014,SHEEP,KG_CAP,1.210280465,1.210280465,0.001210280465,Argentina,20008.32064
ARG,2015,BEEF,THND_TONNE,2521.642618,2521642.618,2521.642618,Argentina,20551.83319
ARG,2015,SHEEP,KG_CAP,1.137778443,1.137778443,0.001137778443,Argentina,20551.83319
ARG,2015,PIG,KG_CAP,8.562800797,8.562800797,0.008562800797,Argentina,20551.83319
ARG,2015,SHEEP,THND_TONNE,56.13613303,56136.13303,56.13613303,Argentina,20551.83319
ARG,2015,PIG,THND_TONNE,476.638042,476638.042,476.638042,Argentina,20551.83319
ARG,2015,POULTRY,THND_TONNE,1921.4001,1921400.1,1921.4001,Argentina,20551.83319
ARG,2015,BEEF,KG_CAP,40.65501373,40.65501373,0.04065501373,Argentina,20551.83319
ARG,2015,POULTRY,KG_CAP,38.94332396,38.94332396,0.03894332396,Argentina,20551.83319
ARG,2016,PIG,KG_CAP,9.599015418,9.599015418,0.009599015418,Argentina,20130.40803
ARG,2016,POULTRY,THND_TONNE,1924.5001,1924500.1,1924.5001,Argentina,20130.40803
ARG,2016,BEEF,THND_TONNE,2441.0001,2441000.1,2441.0001,Argentina,20130.40803
ARG,2016,BEEF,KG_CAP,38.96921826,38.96921826,0.03896921826,Argentina,20130.40803
ARG,2016,SHEEP,THND_TONNE,50.03182999,50031.82999,50.03182999,Argentina,20130.40803
ARG,2016,SHEEP,KG_CAP,1.00411838,1.00411838,0.00100411838,Argentina,20130.40803
ARG,2016,POULTRY,KG_CAP,38.62393048,38.62393048,0.03862393048,Argentina,20130.40803
ARG,2016,PIG,THND_TONNE,539.605329,539605.329,539.605329,Argentina,20130.40803
ARG,2017,POULTRY,KG_CAP,38.05358401,38.05358401,0.03805358401,Argentina,20843.15507
ARG,2017,POULTRY,THND_TONNE,1914.399748,1914399.748,1914.399748,Argentina,20843.15507
ARG,2017,BEEF,KG_CAP,39.63990976,39.63990976,0.03963990976,Argentina,20843.15507
ARG,2017,BEEF,THND_TONNE,2507.0001,2507000.1,2507.0001,Argentina,20843.15507
ARG,2017,PIG,KG_CAP,10.31495216,10.31495216,0.01031495216,Argentina,20843.15507
ARG,2017,SHEEP,THND_TONNE,48.35379927,48353.79927,48.35379927,Argentina,20843.15507
ARG,2017,PIG,THND_TONNE,585.453423,585453.423,585.453423,Argentina,20843.15507
ARG,2017,SHEEP,KG_CAP,0.961155247,0.961155247,0.000961155247,Argentina,20843.15507
ARG,2018,BEEF,THND_TONNE,2549.0001,2549000.1,2549.0001,Argentina,20610.56855
ARG,2018,SHEEP,THND_TONNE,48.85379927,48853.79927,48.85379927,Argentina,20610.56855
ARG,2018,PIG,KG_CAP,10.838643,10.838643,0.010838643,Argentina,20610.56855
ARG,2018,BEEF,KG_CAP,39.92717447,39.92717447,0.03992717447,Argentina,20610.56855
ARG,2018,POULTRY,THND_TONNE,1939.0001,1939000.1,1939.0001,Argentina,20610.56855
ARG,2018,PIG,THND_TONNE,620.9828757,620982.8757,620.9828757,Argentina,20610.56855
ARG,2018,POULTRY,KG_CAP,38.18222115,38.18222115,0.03818222115,Argentina,20610.56855
ARG,2018,SHEEP,KG_CAP,0.962014684,0.962014684,0.000962014684,Argentina,20610.56855
ARG,2019,PIG,KG_CAP,11.10754723,11.10754723,0.01110754723,Argentina,
ARG,2019,SHEEP,THND_TONNE,49.20396225,49203.96225,49.20396225,Argentina,
ARG,2019,POULTRY,KG_CAP,38.18208144,38.18208144,0.03818208144,Argentina,
ARG,2019,POULTRY,THND_TONNE,1956.416767,1956416.767,1956.416767,Argentina,
ARG,2019,SHEEP,KG_CAP,0.9600394,0.9600394,0.0009600394,Argentina,
ARG,2019,BEEF,THND_TONNE,2557.466945,2557466.945,2557.466945,Argentina,
ARG,2019,BEEF,KG_CAP,39.69304142,39.69304142,0.03969304142,Argentina,
ARG,2019,PIG,THND_TONNE,642.2694393,642269.4393,642.2694393,Argentina,
AUS,1990,BEEF,THND_TONNE,1e-04,0.1,1e-04,Australia,17329.70661
AUS,1990,SHEEP,THND_TONNE,366.4515979,366451.5979,366.4515979,Australia,17329.70661
AUS,1990,BEEF,KG_CAP,4.11e-06,4.11e-06,4.11e-09,Australia,17329.70661
AUS,1990,PIG,KG_CAP,4.58e-06,4.58e-06,4.58e-09,Australia,17329.70661
AUS,1990,POULTRY,KG_CAP,21.94668516,21.94668516,0.02194668516,Australia,17329.70661
AUS,1990,POULTRY,THND_TONNE,425.0033192,425003.3192,425.0033192,Australia,17329.70661
AUS,1990,PIG,THND_TONNE,1e-04,0.1,1e-04,Australia,17329.70661
AUS,1990,SHEEP,KG_CAP,18.92314126,18.92314126,0.01892314126,Australia,17329.70661
AUS,1991,BEEF,THND_TONNE,686.147428,686147.428,686.147428,Australia,17790.98014
AUS,1991,SHEEP,KG_CAP,19.3225514,19.3225514,0.0193225514,Australia,17790.98014
AUS,1991,BEEF,KG_CAP,27.80840108,27.80840108,0.02780840108,Australia,17790.98014
AUS,1991,POULTRY,KG_CAP,22.24322821,22.24322821,0.02224322821,Australia,17790.98014
AUS,1991,PIG,THND_TONNE,319.998084,319998.084,319.998084,Australia,17790.98014
AUS,1991,SHEEP,THND_TONNE,379.2462194,379246.2194,379.2462194,Australia,17790.98014
AUS,1991,POULTRY,THND_TONNE,436.5707216,436570.7216,436.5707216,Australia,17790.98014
AUS,1991,PIG,KG_CAP,14.45115368,14.45115368,0.01445115368,Australia,17790.98014
AUS,1992,PIG,THND_TONNE,340.3759,340375.9,340.3759,Australia,18189.37874
AUS,1992,BEEF,KG_CAP,26.27816552,26.27816552,0.02627816552,Australia,18189.37874
AUS,1992,BEEF,THND_TONNE,656.4266225,656426.6225,656.4266225,Australia,18189.37874
AUS,1992,POULTRY,THND_TONNE,443.6803018,443680.3018,443.6803018,Australia,18189.37874
AUS,1992,PIG,KG_CAP,15.18323182,15.18323182,0.01518323182,Australia,18189.37874
AUS,1992,POULTRY,KG_CAP,22.32871021,22.32871021,0.02232871021,Australia,18189.37874
AUS,1992,SHEEP,THND_TONNE,355.1842023,355184.2023,355.1842023,Australia,18189.37874
AUS,1992,SHEEP,KG_CAP,17.87504447,17.87504447,0.01787504447,Australia,18189.37874
AUS,1993,PIG,KG_CAP,15.01018109,15.01018109,0.01501018109,Australia,19131.84187
AUS,1993,POULTRY,THND_TONNE,476.219907,476219.907,476.219907,Australia,19131.84187
AUS,1993,BEEF,THND_TONNE,663.140945,663140.945,663.140945,Australia,19131.84187
AUS,1993,SHEEP,KG_CAP,17.40675869,17.40675869,0.01740675869,Australia,19131.84187
AUS,1993,PIG,THND_TONNE,340.374696,340374.696,340.374696,Australia,19131.84187
AUS,1993,BEEF,KG_CAP,26.24447845,26.24447845,0.02624447845,Australia,19131.84187
AUS,1993,SHEEP,THND_TONNE,349.8655441,349865.5441,349.8655441,Australia,19131.84187
AUS,1993,POULTRY,KG_CAP,23.69323057,23.69323057,0.02369323057,Australia,19131.84187
AUS,1994,POULTRY,THND_TONNE,494.9814564,494981.4564,494.9814564,Australia,20064.45901
AUS,1994,POULTRY,KG_CAP,24.35777485,24.35777485,0.02435777485,Australia,20064.45901
AUS,1994,SHEEP,THND_TONNE,374.2651877,374265.1877,374.2651877,Australia,20064.45901
AUS,1994,BEEF,THND_TONNE,652.496224,652496.224,652.496224,Australia,20064.45901
AUS,1994,SHEEP,KG_CAP,18.41739132,18.41739132,0.01841739132,Australia,20064.45901
AUS,1994,PIG,KG_CAP,15.57262815,15.57262815,0.01557262815,Australia,20064.45901
AUS,1994,BEEF,KG_CAP,25.54124443,25.54124443,0.02554124443,Australia,20064.45901
AUS,1994,PIG,THND_TONNE,357.027197,357027.197,357.027197,Australia,20064.45901
AUS,1995,SHEEP,KG_CAP,15.04532717,15.04532717,0.01504532717,Australia,20894.39721
AUS,1995,BEEF,THND_TONNE,656.122633,656122.633,656.122633,Australia,20894.39721
AUS,1995,POULTRY,KG_CAP,24.10515553,24.10515553,0.02410515553,Australia,20894.39721
AUS,1995,PIG,KG_CAP,15.57996847,15.57996847,0.01557996847,Australia,20894.39721
AUS,1995,SHEEP,THND_TONNE,309.0574008,309057.4008,309.0574008,Australia,20894.39721
AUS,1995,BEEF,KG_CAP,25.40755506,25.40755506,0.02540755506,Australia,20894.39721
AUS,1995,PIG,THND_TONNE,361.070623,361070.623,361.070623,Australia,20894.39721
AUS,1995,POULTRY,THND_TONNE,495.1621608,495162.1608,495.1621608,Australia,20894.39721
